normalized_url,normalized_path,route_family,last_crawled,gsc_submitted,gsc_indexed,indexed_not_submitted,variant_count,clicks,impressions,ctr,position,source_file_exists,current_http_status,current_canonical,target_pillar_id,target_topic,search_intent,migration_action,target_url,redirect_required,evidence_status,publication_status,notes,numeric_class,proposed_base_path,base_family_indexed_count,mapping_notes
https://www.mcpserver.in/glossary/mcp-sse-gateway-85,/glossary/mcp-sse-gateway-85,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-sse-gateway,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-ssl-terminator-49,/glossary/mcp-ssl-terminator-49,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-ssl-terminator,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-stream-aggregator-64,/glossary/mcp-stream-aggregator-64,/glossary,2026-07-26,True,True,True,2,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-stream-aggregator,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-stream-processing-159,/glossary/mcp-stream-processing-159,/glossary,2026-07-21,False,True,True,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-stream-processing,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-stream-processing-33,/glossary/mcp-stream-processing-33,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-stream-processing,2,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-subscription-manager-89,/glossary/mcp-subscription-manager-89,/glossary,2026-07-21,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-subscription-manager,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-sync-engine-59,/glossary/mcp-sync-engine-59,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-sync-engine,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-task-queue-7,/glossary/mcp-task-queue-7,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-task-queue,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-task-runner-93,/glossary/mcp-task-runner-93,/glossary,2026-08-03,True,True,False,1,0.0,1.0,0.0,4.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-task-runner,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-thread-pool-95,/glossary/mcp-thread-pool-95,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-thread-pool,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-trace-collector-67,/glossary/mcp-trace-collector-67,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-trace-collector,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-trace-export-102,/glossary/mcp-trace-export-102,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-trace-export,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-traffic-manager-16,/glossary/mcp-traffic-manager-16,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-traffic-manager,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-udp-proxy-83,/glossary/mcp-udp-proxy-83,/glossary,2026-07-21,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-udp-proxy,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-vector-store-29,/glossary/mcp-vector-store-29,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-vector-store,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-vulnerability-scan-106,/glossary/mcp-vulnerability-scan-106,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-vulnerability-scan,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-web-scraper-77,/glossary/mcp-web-scraper-77,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-web-scraper,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-webhook-receiver-73,/glossary/mcp-webhook-receiver-73,/glossary,2026-08-03,True,True,False,1,0.0,1.0,0.0,4.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-webhook-receiver,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-websocket-server-86,/glossary/mcp-websocket-server-86,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-websocket-server,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-worker-pool-94,/glossary/mcp-worker-pool-94,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-worker-pool,1,Legacy generated numeric suffix; requires semantic successor decision.
https://www.mcpserver.in/glossary/mcp-workflow-engine-8,/glossary/mcp-workflow-engine-8,/glossary,2026-08-03,True,True,False,1,0.0,0.0,0.0,0.0,,,,,,,UNRESOLVED,,,,,,GENERATED_NUMERIC_SUFFIX,/glossary/mcp-workflow-engine,1,Legacy generated numeric suffix; requires semantic successor decision.
